object_in_ context,OBJECT ID,TITLE,SUPPLIED_TITLE,DATE,SUBJECT_NAME,SUBJECT_NAME_2,SUBJECT_NAME_3,SUBJECT_NAME_4,SUBJECT_TOPIC,SUBJECT_TOPIC_2,SUBJECT_TOPIC_3,SUBJECT_GEOGRAPHIC,SUBJECT_GEOGRAPHIC_2,DESCRIPTION,TECHNIQUE ,TECHNIQUE_2,URI_medium,CREDIT LINE,DIMS (HxW),PUBLISHER,CREATOR,NAME TYPE (personalal / corporate),ACTIVE DATES,DOB/DOD,NATIONALITY
https://kiva.lib.utk.edu/egypt/items/show/775,1934.1.31.47,Interieur de la mosquée Mehemet Aly Cairo,,1870-1885,"Mosque of Muhammad Ali Pasha (Cairo, Egypt)",,,,Mosques--Egypt--Cairo,,,Cairo (Egypt),,"Interior of the Great Mosque of Muhammad Ali Pasha or Alabaster Mosque (built between 1828 and 1848) in Cairo, commissioned by Mohammed Ali Pasha in memory of his son illuminated by chandeliers hanging from intricately decorated copulas and ceiling; ""Zangaki N 316 Interieur de la mosquee Mehemet Aly Cairo"" in white along bottom of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",11 x 8.625 in ,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/776,1934.1.31.48,Interieur de la Mosquee Muiyat,,1870-1885,,,,,Mosques--Egypt--Cairo,,,,,"Interior of the mosque of El-Muayyad (15th Century, A.D. 1420) at Cairo; built by Sultan El-Muayyad as part of a complex he comissioned; tessellated minbar with domed top in interior of marble colonnade; ""Zangaki N 1636 Interieur de la mosquee Muiyat"" in white along bottom of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.5 x 11 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/778,1934.1.31.49,Mosquee Kaïd bey,,1870-1885,"Qaíãæ_it Baíãy, Sultan of Egypt and Syria, -1496",,,,Tombs--Egypt,Mosques--Egypt,,,,"Mosque of the Kait Bey (15th Century, A.D. 1474) at Cairo; Funerary complex of Sultan al-Ashraf Qaytbay (Qaitbay) adorned with alternating bands of stone or ablaq, tall minaret, and tessellated dome (back); Egyptian men and women mill about on street before mosque; ""Zangaki No 335 Mosquee Kaid bey"" in white along bottom of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",11 x 8.5 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/779,1934.1.31.50,Vue du Caire et mosque Sultan Hussan,,1870-1885,,,,,Mosques--Egypt--Cairo.,,,Cairo (Egypt),,"Mosque of the Sultan Hasan from the Citadel at Cairo (A.D. 1362); Mosque-Madrassa (school) with large dome and two minarets, left and right (middle ground); ablaq adorned mosque, double ovoid building, and rows of trees with fountain (foreground); city of Cairo in the background; ""Zangaki No 297 Vue du Caire et mosque Sultan Hussan"" in white along bottom of print. ",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.625 x 10.875 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/784,1934.1.31.55,Rue de Boulac Caire,,1870-1885,,,,,,,,Cairo (Egypt),,"Street in Boulak area in Cairo; Street scene of Boulak, a small port town within the city of Cairo; several balconies or mashrabiya project from contemporary buildings on either side of street; Egyptian people mill about; ""Zangaki N 379 Rue de Boulac Caire."" in white along bottom of print. ",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",11 x 8.5 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/792,1934.1.31.61,Chameause de voyage,,1870-1885,,,,,Transportation--Egypt,Camels--Egypt,,,,"Two camels and riders, location unknown; Egyptian man and boy atop two camels with woven, patterned saddles, foreground; desert (background); ""Zangaki N 501 Chameause de voyage"" in white along bottom of print. ",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",10.875 x 8.5 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/597,1934.1.31.119,Sphinx de Pyramides,,1870-1885  ,,,,,Pyramids of Giza (Egypt),Great Sphinx (Egypt),,Jiíãzah (Egypt),,"Sphinx and the Pyramid of Khafre at Gizeh (Old Kingdom Dynasty IV); partially excavated Sphinx, ca. 2558-2532 B.C.E., with an Egyptian man standing on its head (right foreground); Pyramid of Khafre, constructed around the same time period as the Sphinx (background); ""Zangaki N. 448 Sphinx de Pyramides"" in white along bottom of print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7.875 x 11.875 in,,Adelphoi Zangaki ,,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/673,1934.1.31.102,Sakihe tournée par une chameau,,1870-1885   ,,,,,Water-wheels--Egypt,,,,,"Sakiyeh driven by a camel at an unknown location; a Sakia or Persian water wheel driven by a single camel, reflected in puddle (foreground) as an Egyptian man and two boys look on; palm trees (background); ""Zangaki No. 547 Sakihe tournée par une chameau"" in white along bottom of print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.75 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/594,1996.10.1,Obélisque d'Héliopolis à Matariah,,1870-1899,"Sesostris I, King of Egypt",,,,Obelisks--Egypt,,,Heliopolis (Egypt : Extinct city),,"Obelisk of Sesostris I at Heliopolis (Middle Kingdom Dynasty XII); Egyptian man with his horse drawn cart before the Obelisk of Sesostris I, ca. 1971-1926 B.C.E., inscribed with a single column of hieroglyphs and cartouches of Sesostris I; village of Heliopolis and trees (background); ""No 39_Obélisque d'Héliopolis à Matariah P. Sebah, Phot:"" in white along bottom of print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",13.75 x 10.375 in,,"Sébah, Jean Pascal",personal,,1872-1947,Turkish
https://kiva.lib.utk.edu/egypt/items/show/598,1996.9.4,"Ramses II Statue de Sesostris a Sakara, Caire",,1870-1899,"Ramses II, King of Egypt",,,,Statues--Egypt,,,Memphis (Extinct city),,"Statue of Rameses II at Memphis (New Kingdom Dynasty XIX); colossal statue of Rameses II broken at the knee, with fists clenched at sides and supported by a straight plinth, hieroglyphs, and cartouches indentifying Rameses II arouns wrist with uraei and along plinth and surrounding ruins; two Egyptian men sit on stone pedestals holding up statue; palm trees (background); ""Ramses II Statue de Sesostris a Sakara...Caire No. 717 H. Arnoux"" on print at bottom of print. ",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.75 in,,"Arnoux, Hippolyte",personal,,ca. 1860-ca. 1890,French
https://kiva.lib.utk.edu/egypt/items/show/640,1992.2.25,Phylae.... du Pylon....,,1870-1899,"Temple of Isis (Aswan, Egypt)",Isis (Egyptian deity),,,Temples--Egypt,Horus (Egyptian deity),,Aswan (Egypt),,"Temple of Isis at Philae (Ptolemaic-Roman Period); ruins of the courtyard before the second pylon, heavily inscribed with hieroglyphs, cartouches, Isis, Horus wearing the sekhemty and a Ptolemaic king wearing the hemhem crown giving offerings (theme repeated above) stele topped with winged sun disk (below); ""Zangaki No. 1074 Phylae.... du Pylon.... "" (illegible title) in white along bottom of print. (Number on object is 25/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.5 x 11 in,,Adelphoi Zangaki ,corporate,1860-1889,,
https://kiva.lib.utk.edu/egypt/items/show/752,1934.1.31.24,,"Statue of Sekhmet, Temple of Mut",1870-1899,"Temple of Mut (Karnak, Egypt)",,,,Temples--Egypt,Sekhmet (Egyptian deity),Statues--Egypt,Karnak (Egypt),,"Lion-headed goddess wearing broken crown with double uraei upon brow, arms broken, seated upon straight back, block like throne, cartouche inscribed, right front of throne (foreground); ruins and vegetation (background); untitled print, ""574"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/624,1992.2.19,Karnak Pylone de Horemheb et les Colos...,,1870-1909,"Horemheb, King of Egypt",,,,Tombs--Egypt,,,Sí£aqqaíãrah (Egypt),,"Gateway, Temple of King Hormheb at Karnak, East Thebes (New Kingdom Dynasty XIX); Bedouin man and boy before four tents, foreground, in front of the ruins of the Temple of King Hormheb, former commander in chief of the army under Tutankhamen and Ay, his predecessors; two headless colossal statues before the ruined gateway with faded inscriptions; ""Edit. Schroeder & Cie Zurich 5489. Karnak Pylone de Horemheb et les Colos..."" in white along bottom of print. (Number on object is 19/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.25 in,,Schroeder & Cie.,corporate,ca. 1870-ca. 1900,,
https://kiva.lib.utk.edu/egypt/items/show/777,1992.2.2,"Le Caire. Int, de la Mosquée Mehémet Ali",,1870-1909,"Mosque of Muhammad Ali Pasha (Cairo, Egypt)",,,,Mosques--Egypt--Cairo.,,,,,"Interior, mosque of Mohammed Ali at Cairo (A.D. 1857); marble adorned minbar of mosque, built by Mohammed Ali Pasha in memory of his son, tucked away in barrel vaulted corner, right ceiling; numerous glass lanterns and semi-circular bars hang from cupolas, center and left ceiling; ""Edit. Schroeder & Cie Zurich. 5154. Le Caire . Int. de la Mosquee Mehemet Ali."" in white along bottom print.",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.25 x 8.25 in,,Schroeder & Cie.,corporate,ca. 1870-ca. 1900,,
https://kiva.lib.utk.edu/egypt/items/show/588,1934.1.31.89,,Jeweley of Princess Khnumet from Dashur,1870-1913,"Morgan, J. de (Jacques), 1857-1924",,,Princess Khnumet,Jewelry--Egypt,,,Dahshuíâr (Egypt),,"Jewelry of Princess Khnumet from Dashur (Middle Kingdom Dynasty XII) at the Gizeh Museum; two ornately worked crowns of gold on either side of a decorative branch attached to a wooden pedestal, all three pieces on cushioned velvet surface; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.5 x 9.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/591,1934.1.31.96,,"Fayum mummy portrait, male",1870-1913,,,,,Mummy portraits--Egypt,,,Fayyuíãm (Egypt),,"Male mummy portrait (Roman Period, A.D. 100) at an Egyptian Museum; image of a Fayum mummy portrait that would have been painted on a wooden panel and attached to a mummy from the Coptic Period; bust of a male with large, dark eyes, beard, mustache, and curly hair; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.25 x 7 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/592,1934.1.31.95,,"Fayum mummy portrait, female",1870-1913,,,,,Mummy portraits--Egypt,,,Fayyum (Egypt),,"Female mummy (Roman Period, A.D. 100) portrait in an Egyptian Museum; image of a Fayum mummy portrait that would have been painted on a wooden panel attached to mummy from the Coptic Period; bust of female with large, dark eyes and tight curls, wears earrings and beaded necklace; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.25 x 7 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/595,1934.1.31.100,Caire Pyramide de Guizeh,,1870-1913,,,,,Great Pyramid (Egypt),,,Jiíãzah (Egypt),,"Trackway to the Great Pyramid of Khufu (Cheops) at Gizeh. Pyramid of Khufu, constructed ca. 2560-2540 B.C.E., with a stone lined path up to the entrance, camels and tourists, mortuary Temple (left background); ""Caire. Pyramide de Guizeh."" in white at bottom left corner of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7.5 x 10.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/615,1934.1.31.90,,Hathor Chapel from Der el-Bahri,1870-1913,,,,,Tombs--Egypt,Hathor (Egyptian deity),,Deir el-Bahri Site (Egypt),,"Hathor Chapel from Der el-Bahri (New Kingdom Dynasty XVIII) at an Egyptian Museum; statue of Hathor in cow form wearing sun disk, double feather, and horms, statue of man wearing nemes crown and kilt under her; two kneeling statues either side before reconstructed Hathor Chapel; other museum exhibits (background); untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.5 x 7 in,,Berthaud    ,personal,,,
https://kiva.lib.utk.edu/egypt/items/show/623,1996.10.19,Egypt. Karnak. The entrance Pylon of the Karnak Temple.,,1870-1913,"Ptolemy III Euergetes, King of Egypt, -221 B.C.",,,,Tombs--Egypt,Khonsu (Egyptian deity),,Karnak (Egypt),,"Gateway of Ptolemy III, Euergetes I at Karnak, East Thebes (Ptolemaic Period); monumental gateway with rows of incised images of Ptolemy III wearing different crowns and giving offerings to Horus, Isis, and Osiris, row of repeated theme below cracked cornice and lintel adorned with the winged sun disk; man on donkey poses between pillars of gateway, two figures in shadows near a copse of palm trees (right); ruins of Temple and palm trees (background); ""(copyright) Publisher's Photo Service, Inc. 541. Egypt. Karnak. The entrance Pylon of the Karnak Temple."" in black along bottom; ""39147."" in white along bottom at right corner of print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",7.5 x 9.25 in,"Publisher's Photo Service, Inc.",,,,,
https://kiva.lib.utk.edu/egypt/items/show/652,1934.1.31.83,,The So-Called Sheykh-el-Beled,1870-1913,Mat‡ü´af al-Mi‡_£r€Ç,"Mariette, Auguste, 1821-1881",,,Statues--Egypt,,,Sí£aqqaíãrah (Egypt),,"Statue of Sheykh-el-Beled (Old Kingdom, Dynasty IV) at the Boulaq Museum; life-size sycamore statue of lector priest Ka-aper found in his mastaba tomb at Saqqara, west of the pyramid of Pharaoh Userkaf; statue carved in realistic style depicting a fleshy man with eyes inlaid with semi-precious stones; originally named by Egyptian workers who named it after their village leader; legs and staff are modern additions; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.5 x 3.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/653,1934.1.31.79,,Stela of Thutmose III,1870-1913,"Temple of Amon (Karnak, Egypt)","Thutmose III, King of Egypt",,,Temples--Egypt,Stele (Archaeology)--Egypt--Karnak,,Karnak (Egypt),,"Stela of King Thutmose III (New Kingdom Dynasty XVIII) at Boulaq Museum; granite victory stela found in Karnak, now in the Egyptian Museum in Cairo; winged-solar disk with two cobra heads above two scenes in which the God Amen wearing the crown of two tall feathers is given offerings by Thutmose III while a Nubian goddess looks on, scene framed by hieroglyphs and cartouches; several rows of poetic writing in praise of the victories of Thutmose III (below); stela cracked along top; untitled print. ",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.5 x 7 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/654,1934.1.31.87,,Prince Rahotep and Princess Nofret,1870-1913,Rahotep,"Nefertiti, Queen of Egypt, active 14th century B.C.",,,Tombs--Egypt,Statues--Egypt,,Meidum Site (Egypt),,"Prince Rahotep and Princess Nofret (Old Kingdom Dynasty II) at the Boulaq Museum; seated statues of Princes Rahotep and his wife Princess Nofret found in his mastaba tomb at Meidum; husband and wife stare passively ahead, wear simple white garments, wife wears collar necklace and cropped wig; Rahotep's titles inscribed on the back of his throne, feet resting on stone pedestals; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.5 x 7 in,,Unknown,,,,
